Date(Y.YYY),Rain(mm)
1978.607,0
1978.61,1.5
1978.612,0.2
1978.615,0
1978.618,0
1978.621,0.3
1978.623,0
1978.626,0
1978.629,0
1978.632,0
1978.634,0
1978.637,0
1978.64,0
1978.642,0
1978.645,0
1978.648,0
1978.651,0
1978.653,0
1978.656,0
1978.659,0
1978.662,0
1978.664,0.6
1978.667,0
1978.67,0
1978.673,0
1978.675,0
1978.678,1.9
1978.681,2.2
1978.684,0.1
1978.686,0.8
1978.689,0
1978.692,0
1978.695,0
1978.697,0
1978.7,9.5
1978.703,0
1978.705,0
1978.708,0
1978.711,0
1978.714,0
1978.716,0
1978.719,0
1978.722,0
1978.725,0
1978.727,0
1978.73,0.5
1978.733,0
1978.736,0.2
1978.738,7
1978.741,0.3
1978.744,0.2
1978.747,0
1978.749,0
1978.752,0
1978.755,0.3
1978.758,0
1978.76,0
1978.763,0
1978.766,0
1978.768,0
1978.771,0
1978.774,0
1978.777,0
1978.779,0.1
1978.782,0.1
1978.785,0.1
1978.788,0
1978.79,0.1
1978.793,2.9
1978.796,0
1978.799,0
1978.801,0.2
1978.804,0
1978.807,0
1978.81,0
1978.812,0
1978.815,0
1978.818,0.1
1978.821,0.2
1978.823,0
1978.826,0
1978.829,0
1978.832,0
1978.834,0.2
1978.837,0
1978.84,0
1978.842,0
1978.845,0
1978.848,0
1978.851,0.1
1978.853,0
1978.856,0.2
1978.859,0.2
1978.862,0
1978.864,8.8
1978.867,0
1978.87,0
1978.873,2.1
1978.875,0
1978.878,0
1978.881,2.1
1978.884,5.2
1978.886,0
1978.889,0.1
1978.892,0.1
1978.895,0
1978.897,1.4
1978.9,0
1978.903,0
1978.905,0
1978.908,0
1978.911,0
1978.914,0
1978.916,0
1978.919,0.9
1978.922,4.3
1978.925,0.1
1978.927,0
1978.93,0
1978.933,10.9
1978.936,6.2
1978.938,8
1978.941,23.3
1978.944,8.1
1978.947,6.4
1978.949,5.9
1978.952,0.2
1978.955,2.4
1978.958,0
1978.96,0
1978.963,0
1978.966,0.1
1978.968,1.5
1978.971,6.7
1978.974,0.1
1978.977,6.7
1978.979,4.7
1978.982,8.4
1978.985,0.6
1978.988,6.2
1978.99,12.1
1978.993,8.4
1978.996,2.2
1978.999,0
1979.001,0
1979.004,0
1979.007,0
1979.01,0
1979.012,0
1979.015,1.1
1979.018,3.1
1979.021,0.3
1979.023,8.4
1979.026,1
1979.029,0
1979.032,0
1979.034,0
1979.037,2.2
1979.04,0
1979.042,4.3
1979.045,3.3
1979.048,0
1979.051,4.8
1979.053,0
1979.056,0.4
1979.059,7.2
1979.062,1
1979.064,0.5
1979.067,5.6
1979.07,0
1979.073,0
1979.075,4.2
1979.078,1.9
1979.081,0
1979.084,2.1
1979.086,9.2
1979.089,0
1979.092,0
1979.095,0.1
1979.097,0
1979.1,7.9
1979.103,4.7
1979.105,0.1
1979.108,0
1979.111,1.6
1979.114,4.3
1979.116,5
1979.119,6.1
1979.122,1.1
1979.125,0.9
1979.127,0
1979.13,0.3
1979.133,0.1
1979.136,0.2
1979.138,0
1979.141,0.7
1979.144,0.8
1979.147,0
1979.149,0
1979.152,0
1979.155,0
1979.158,3.5
1979.16,0.4
1979.163,0.1
1979.166,0
1979.168,6.1
1979.171,0
1979.174,0
1979.177,6
1979.179,0
1979.182,9.3
1979.185,2.2
1979.188,3.8
1979.19,0.1
1979.193,2.1
1979.196,16.9
1979.199,0.4
1979.201,0.8
1979.204,14.1
1979.207,1.1
1979.21,0.3
1979.212,0.4
1979.215,1.9
1979.218,4.1
1979.221,0
1979.223,0
1979.226,11
1979.229,1.7
1979.232,4
1979.234,5.7
1979.237,9.8
1979.24,4
1979.242,0.1
1979.245,0
1979.248,5.1
1979.251,1.9
1979.253,0.4
1979.256,8.7
1979.259,0
1979.262,0
1979.264,11.7
1979.267,2.4
1979.27,0
1979.273,5
1979.275,1.4
1979.278,7.9
1979.281,0
1979.284,0
1979.286,0
1979.289,0
1979.292,0
1979.295,0
1979.297,2.3
1979.3,0
1979.303,0
1979.305,4
1979.308,12.8
1979.311,1.9
1979.314,1.3
1979.316,0.2
1979.319,1.3
1979.322,0
1979.325,0.1
1979.327,0.5
1979.33,12.4
1979.333,0.5
1979.336,0.2
1979.338,0.2
1979.341,2
1979.344,0
1979.347,0
1979.349,0
1979.352,0
1979.355,11.8
1979.358,0.3
1979.36,0
1979.363,0
1979.366,0
1979.368,0
1979.371,2.5
1979.374,0.4
1979.377,0.5
1979.379,1.5
1979.382,18.7
1979.385,4.1
1979.388,4.8
1979.39,4.2
1979.393,2.6
1979.396,7.1
1979.399,9.3
1979.401,0.1
1979.404,7.9
1979.407,1.4
1979.41,10.3
1979.412,0
1979.415,4
1979.418,0.1
1979.421,0.2
1979.423,0
1979.426,0
1979.429,0.9
1979.432,10.3
1979.434,0.1
1979.437,0
1979.44,0.2
1979.442,0
1979.445,1.9
1979.448,1.4
1979.451,3.8
1979.453,0.7
1979.456,0
1979.459,0
1979.462,0
1979.464,0
1979.467,0
1979.47,1.1
1979.473,0
1979.475,1.8
1979.478,1.2
1979.481,0.6
1979.484,0
1979.486,0
1979.489,0
1979.492,0
1979.495,0
1979.497,0
1979.5,0
1979.503,0
1979.505,0
1979.508,0
1979.511,0
1979.514,0
1979.516,1
1979.519,0
1979.522,0
1979.525,0
1979.527,0
1979.53,0
1979.533,0
1979.536,0
1979.538,0
1979.541,0
1979.544,0
1979.547,0
1979.549,0
1979.552,0
1979.555,0
1979.558,0
1979.56,1.1
1979.563,0
1979.566,0
1979.568,0
1979.571,7.9
1979.574,0.4
1979.577,5.6
1979.579,3.3
1979.582,0
1979.585,1.1
1979.588,3.2
1979.59,0
1979.593,0
1979.596,0.3
1979.599,1.1
1979.601,9.6
1979.604,0
1979.607,0.5
1979.61,0
1979.612,0
1979.615,1.4
1979.618,0
1979.621,0
1979.623,8.4
1979.626,0.9
1979.629,0
1979.632,0
1979.634,0.2
1979.637,0.1
1979.64,0
1979.642,3.3
1979.645,1.6
1979.648,2.2
1979.651,0
1979.653,0
1979.656,0
1979.659,0
1979.662,0
1979.664,0
1979.667,1.4
1979.67,2.2
1979.673,0
1979.675,0
1979.678,0
1979.681,0
1979.684,0
1979.686,0
1979.689,0
1979.692,0
1979.695,0
1979.697,0
1979.7,0
1979.703,0
1979.705,0
1979.708,0
1979.711,0
1979.714,2
1979.716,4.9
1979.719,0
1979.722,0.2
1979.725,0
1979.727,1.4
1979.73,0
1979.733,0
1979.736,1.1
1979.738,0
1979.741,0
1979.744,0
1979.747,0
1979.749,0
1979.752,0
1979.755,1
1979.758,0
1979.76,0
1979.763,1.6
1979.766,0.1
1979.768,3.4
1979.771,8.8
1979.774,11.8
1979.777,0.1
1979.779,0.3
1979.782,1.6
1979.785,0
1979.788,0
1979.79,0
1979.793,1.7
1979.796,0
1979.799,0
1979.801,0
1979.804,0
1979.807,0
1979.81,0
1979.812,3.6
1979.815,14.4
1979.818,3.6
1979.821,0
1979.823,0.2
1979.826,0.2
1979.829,4.6
1979.832,0
1979.834,0
1979.837,8
1979.84,0.3
1979.842,1
1979.845,1.6
1979.848,12.7
1979.851,3.6
1979.853,0.1
1979.856,0.1
1979.859,0
1979.862,2.6
1979.864,0
1979.867,2.5
1979.87,1.1
1979.873,3
1979.875,0.1
1979.878,3.4
1979.881,0
1979.884,0.1
1979.886,0
1979.889,1.4
1979.892,0.1
1979.895,0.3
1979.897,0.1
1979.9,0.1
1979.903,10.3
1979.905,0
1979.908,0
1979.911,0.5
1979.914,0.3
1979.916,0.2
1979.919,1.6
1979.922,0
1979.925,0.1
1979.927,5.1
1979.93,0.3
1979.933,1.3
1979.936,3.5
1979.938,10.7
1979.941,3.3
1979.944,0
1979.947,3.5
1979.949,17.6
1979.952,5.4
1979.955,0
1979.958,0.4
1979.96,0
1979.963,3
1979.966,0
1979.968,0
1979.971,0.2
1979.974,0.3
1979.977,0.3
1979.979,0
1979.982,0.1
1979.985,6.2
1979.988,22.1
1979.99,0
1979.993,0
1979.996,0
1979.999,0.1
1980.001,0
1980.004,1
1980.007,10.2
1980.01,0.1
1980.012,0
1980.015,0
1980.018,0
1980.02,0
1980.023,0
1980.026,0
1980.029,0
1980.031,0
1980.034,0
1980.037,0.4
1980.04,0.1
1980.042,0
1980.045,0
1980.048,0.2
1980.051,0.3
1980.053,10.9
1980.056,2.7
1980.059,0.3
1980.061,0
1980.064,0.1
1980.067,0
1980.07,0
1980.072,0
1980.075,0
1980.078,0.2
1980.081,5.4
1980.083,5.9
1980.086,3.6
1980.089,2.2
1980.092,4.6
1980.094,7.5
1980.097,1.7
1980.1,3.3
1980.102,2.7
1980.105,0.6
1980.108,0.1
1980.111,0
1980.113,0
1980.116,0
1980.119,0
1980.122,1.6
1980.124,1.7
1980.127,1.2
1980.13,0
1980.133,0
1980.135,0
1980.138,0
1980.141,4.7
1980.143,8.2
1980.146,0.4
1980.149,1
1980.152,2.6
1980.154,0
1980.157,0
1980.16,0.1
1980.163,0
1980.165,0
1980.168,0
1980.171,0
1980.173,0
1980.176,3.2
1980.179,5.8
1980.182,2.8
1980.184,0
1980.187,1.5
1980.19,0.7
1980.193,0.3
1980.195,6.2
1980.198,0
1980.201,0.7
1980.204,0
1980.206,0
1980.209,8
1980.212,7.4
1980.214,0.1
1980.217,0
1980.22,0
1980.223,0
1980.225,1.4
1980.228,4.9
1980.231,0.2
1980.234,6.6
1980.236,0.5
1980.239,5.2
1980.242,0.2
1980.245,0
1980.247,6.1
1980.25,14.4
1980.253,0
1980.255,0
1980.258,0
1980.261,0
1980.264,0
1980.266,0
1980.269,0
1980.272,0
1980.275,0
1980.277,0
1980.28,0
1980.283,0
1980.286,0
1980.288,0
1980.291,0
1980.294,0
1980.296,0
1980.299,0
1980.302,0
1980.305,0
1980.307,0.5
1980.31,0
1980.313,0
1980.316,0
1980.318,1.4
1980.321,0.5
1980.324,0
1980.327,1.5
1980.329,0.2
1980.332,0
1980.335,0
1980.337,0
1980.34,0
1980.343,0
1980.346,6.5
1980.348,0
1980.351,0
1980.354,0
1980.357,0
1980.359,0
1980.362,0
1980.365,0
1980.367,0
1980.37,0
1980.373,0
1980.376,0
1980.378,0
1980.381,1.4
1980.384,4.8
1980.387,0
1980.389,0
1980.392,0
1980.395,0
1980.398,0
1980.4,0
1980.403,0.8
1980.406,7.7
1980.408,0
1980.411,7.4
1980.414,3.5
1980.417,0
1980.419,0
1980.422,0
1980.425,0
1980.428,0
1980.43,0
1980.433,3.9
1980.436,0
1980.439,0.2
1980.441,4.2
1980.444,0
1980.447,3.3
1980.449,17.5
1980.452,0
1980.455,0.7
1980.458,1.8
1980.46,2.7
1980.463,0
1980.466,0
1980.469,0.6
1980.471,0
1980.474,6.6
1980.477,3.8
1980.48,5.2
1980.482,0.2
1980.485,0
1980.488,13.4
1980.49,0
1980.493,0
1980.496,8.1
1980.499,0.3
1980.501,0.2
1980.504,4.2
1980.507,0
1980.51,0
1980.512,1.8
1980.515,6.5
1980.518,2.1
1980.52,0
1980.523,0
1980.526,0.2
1980.529,1.6
1980.531,8.6
1980.534,0.1
1980.537,0.1
1980.54,0
1980.542,0.3
1980.545,7.2
1980.548,3.2
1980.551,0.2
1980.553,0
1980.556,0
1980.559,0
1980.561,0
1980.564,15
1980.567,0.1
1980.57,0
1980.572,0
1980.575,3.8
1980.578,0.5
1980.581,0
1980.583,0.7
1980.586,0
1980.589,0
1980.592,0
1980.594,0
1980.597,0
1980.6,0
1980.602,0.1
1980.605,0
1980.608,0.3
1980.611,4.2
1980.613,17.3
1980.616,2.2
1980.619,50.8
1980.622,0
1980.624,0.2
1980.627,0
1980.63,0
1980.633,0
1980.635,0
1980.638,0
1980.641,0
1980.643,0
1980.646,0
1980.649,0
1980.652,0
1980.654,0
1980.657,0.2
1980.66,11.8
1980.663,0.1
1980.665,0
1980.668,0
1980.671,0
1980.673,0
1980.676,1.8
1980.679,0.8
1980.682,0
1980.684,0.5
1980.687,0
1980.69,1.5
1980.693,0
1980.695,0.1
1980.698,0
1980.701,0
1980.704,0
1980.706,0
1980.709,5.2
1980.712,0
1980.714,0
1980.717,0
1980.72,50.9
1980.723,12.7
1980.725,4.3
1980.728,1.3
1980.731,0
1980.734,0
1980.736,0
1980.739,1.2
1980.742,0
1980.745,0
1980.747,0
1980.75,0.1
1980.753,0
1980.755,0.4
1980.758,0
1980.761,0.8
1980.764,16
1980.766,3.7
1980.769,0
1980.772,0
1980.775,12.5
1980.777,0.2
1980.78,0
1980.783,0.3
1980.786,0
1980.788,25.2
1980.791,0.5
1980.794,1.6
1980.796,0
1980.799,3.7
1980.802,0
1980.805,1
1980.807,2.1
1980.81,0.2
1980.813,0.9
1980.816,0.8
1980.818,0.7
1980.821,0.7
1980.824,3.7
1980.827,0
1980.829,0
1980.832,0
1980.835,0
1980.837,0
1980.84,0
1980.843,0
1980.846,0.2
1980.848,5.8
1980.851,0.1
1980.854,1.2
1980.857,0
1980.859,0
1980.862,0
1980.865,0
1980.867,0
1980.87,8.6
1980.873,4.1
1980.876,1.5
1980.878,5.8
1980.881,0.3
1980.884,0
1980.887,0.1
1980.889,1.6
1980.892,3.9
1980.895,0
1980.898,0
1980.9,0.5
1980.903,0.4
1980.906,0.4
1980.908,0.1
1980.911,0
1980.914,0
1980.917,0.5
1980.919,0.2
1980.922,0
1980.925,0.2
1980.928,0.3
1980.93,0
1980.933,0
1980.936,0
1980.939,0
1980.941,2.1
1980.944,0.2
1980.947,1.8
1980.949,0.4
1980.952,2.6
1980.955,0.4
1980.958,2
1980.96,5.5
1980.963,0
1980.966,12
1980.969,6.3
1980.971,0.2
1980.974,0
1980.977,0
1980.98,0.5
1980.982,0
1980.985,2
1980.988,0
1980.99,0
1980.993,0
1980.996,0
1981.001,0
1981.004,0
1981.007,0
1981.01,0.3
1981.012,0.2
1981.015,6.9
1981.018,0.1
1981.021,0
1981.023,3.3
1981.026,0.2
1981.029,0.1
1981.032,1.1
1981.034,4.9
1981.037,2.9
1981.04,0.1
1981.042,3.5
1981.045,0.7
1981.048,3.4
1981.051,0.6
1981.053,5.7
1981.056,0.3
1981.059,0
1981.062,0
1981.064,0
1981.067,0
1981.07,0
1981.073,0
1981.075,0
1981.078,0.1
1981.081,0.1
1981.084,0
1981.086,0.1
1981.089,3.6
1981.092,0
1981.095,0.1
1981.097,0
1981.1,0
1981.103,0.2
1981.105,0.1
1981.108,2.1
1981.111,0
1981.114,0
1981.116,0
1981.119,0
1981.122,0
1981.125,0
1981.127,0
1981.13,0
1981.133,0
1981.136,0
1981.138,0
1981.141,1.9
1981.144,0.6
1981.147,0
1981.149,0
1981.152,0
1981.155,0
1981.158,5.6
1981.16,0.7
1981.163,11.2
1981.166,5.1
1981.168,0.3
1981.171,0
1981.174,5.2
1981.177,0.5
1981.179,5
1981.182,2.6
1981.185,11.7
1981.188,8.2
1981.19,0.2
1981.193,12.6
1981.196,6.4
1981.199,1.6
1981.201,1.9
1981.204,0.3
1981.207,0.1
1981.21,0
1981.212,0.2
1981.215,0.2
1981.218,9
1981.221,1.5
1981.223,2.1
1981.226,1.5
1981.229,3.6
1981.232,0
1981.234,0
1981.237,0.5
1981.24,7.5
1981.242,5.4
1981.245,7
1981.248,0.1
1981.251,0
1981.253,0
1981.256,0
1981.259,0.7
1981.262,0
1981.264,0
1981.267,0.1
1981.27,0
1981.273,4.3
1981.275,0
1981.278,0
1981.281,10.4
1981.284,1.2
1981.286,0
1981.289,0
1981.292,0
1981.295,0
1981.297,0
1981.3,0
1981.303,0
1981.305,0.6
1981.308,0
1981.311,2.7
1981.314,14.9
1981.316,8.3
1981.319,0
1981.322,0.3
1981.325,0
1981.327,0.1
1981.33,0
1981.333,0
1981.336,7
1981.338,0.4
1981.341,3.2
1981.344,3.8
1981.347,2.9
1981.349,3.9
1981.352,5
1981.355,0.1
1981.358,0
1981.36,0
1981.363,0.2
1981.366,0
1981.368,6.4
1981.371,3.5
1981.374,3.3
1981.377,1.9
1981.379,7
1981.382,1.6
1981.385,1.5
1981.388,3.7
1981.39,0.2
1981.393,11.8
1981.396,4.6
1981.399,2.7
1981.401,2
1981.404,0.2
1981.407,0
1981.41,2.1
1981.412,0.5
1981.415,14.9
1981.418,0
1981.421,0
1981.423,0.2
1981.426,0
1981.429,0
1981.432,0.9
1981.434,0
1981.437,0.4
1981.44,10.3
1981.442,0
1981.445,0
1981.448,0
1981.451,0
1981.453,0
1981.456,0
1981.459,0
1981.462,0
1981.464,0.1
1981.467,0
1981.47,0
1981.473,0
1981.475,1.9
1981.478,0
1981.481,0
1981.484,0.5
1981.486,0
1981.489,0
1981.492,0
1981.495,0
1981.497,0
1981.5,0
1981.503,0.3
1981.505,0.1
1981.508,0
1981.511,0
1981.514,0
1981.516,0
1981.519,0
1981.522,0
1981.525,1.4
1981.527,0
1981.53,0
1981.533,0
1981.536,0
1981.538,1.2
1981.541,1.4
1981.544,0
1981.547,0.1
1981.549,0
1981.552,1.6
1981.555,19.4
1981.558,14
1981.56,0
1981.563,0.2
1981.566,0
1981.568,0
1981.571,0
1981.574,0
1981.577,0
1981.579,26.9
1981.582,0
1981.585,0
1981.588,0
1981.59,0
1981.593,11.5
1981.596,23.5
1981.599,0.2
1981.601,0
1981.604,0
1981.607,0
1981.61,0
1981.612,0
1981.615,0
1981.618,0
1981.621,0
1981.623,0
1981.626,0
1981.629,0
1981.632,2.3
1981.634,0
1981.637,0
1981.64,0.1
1981.642,0
1981.645,0
1981.648,0
1981.651,0
1981.653,0
1981.656,0
1981.659,0
1981.662,0
1981.664,0
1981.667,0
1981.67,0
1981.673,0
1981.675,0
1981.678,0
1981.681,0
1981.684,0.1
1981.686,0
1981.689,0
1981.692,4.4
1981.695,15.6
1981.697,0.4
1981.7,0
1981.703,13.6
1981.705,0
1981.708,0.9
1981.711,3.4
1981.714,0
1981.716,20.1
1981.719,0
1981.722,0.1
1981.725,0
1981.727,3.9
1981.73,4.4
1981.733,21.1
1981.736,3.4
1981.738,0
1981.741,0
1981.744,8
1981.747,8
1981.749,0.1
1981.752,0
1981.755,0.6
1981.758,6.5
1981.76,5.5
1981.763,8.6
1981.766,0.3
1981.768,4.3
1981.771,2.7
1981.774,4.7
1981.777,2.9
1981.779,0
1981.782,0
1981.785,5.9
1981.788,1.1
1981.79,0
1981.793,5.6
1981.796,1.1
1981.799,14.7
1981.801,0.6
1981.804,0
1981.807,0
1981.81,0
1981.812,1.6
1981.815,1.5
1981.818,1.1
1981.821,0
1981.823,0.2
1981.826,0.5
1981.829,3
1981.832,0.1
1981.834,0
1981.837,0
1981.84,0.4
1981.842,0
1981.845,0
1981.848,0
1981.851,0
1981.853,0
1981.856,0
1981.859,0
1981.862,0
1981.864,0
1981.867,0
1981.87,0
1981.873,3.6
1981.875,9.8
1981.878,0.6
1981.881,6.8
1981.884,5.3
1981.886,1.1
1981.889,0
1981.892,0
1981.895,1.1
1981.897,0
1981.9,0.4
1981.903,2.3
1981.905,3.9
1981.908,0
1981.911,1.6
1981.914,0.2
1981.916,0
1981.919,0
1981.922,0
1981.925,0.6
1981.927,0
1981.93,0
1981.933,17.4
1981.936,1.1
1981.938,0
1981.941,10.1
1981.944,5.1
1981.947,0
1981.949,17.6
1981.952,0.4
1981.955,0
1981.958,0
1981.96,0
1981.963,0
1981.966,2.3
1981.968,5.8
1981.971,5.7
1981.974,0
1981.977,0
1981.979,0
1981.982,0
1981.985,0.1
1981.988,0.9
1981.99,9.8
1981.993,5.2
1981.996,0
1981.999,2.9
1982.001,4.2
1982.004,3.7
1982.007,0.8
1982.01,0.4
1982.012,2.6
1982.015,0
1982.018,4.5
1982.021,5.2
1982.023,1.9
1982.026,0
1982.029,0
1982.032,0
1982.034,0
1982.037,0.1
1982.04,0.1
1982.042,0.1
1982.045,0.1
1982.048,0.1
1982.051,2.6
1982.053,0.9
1982.056,1.6
1982.059,0.2
1982.062,0
1982.064,0.2
1982.067,2.8
1982.07,1.3
1982.073,0
1982.075,0
1982.078,0
1982.081,0
1982.084,0
1982.086,0
1982.089,0
1982.092,0
1982.095,0
1982.097,3.1
1982.1,0.1
1982.103,6.5
1982.105,0.1
1982.108,0
1982.111,0
1982.114,3.3
1982.116,7.5
1982.119,0.1
1982.122,2.5
1982.125,0.1
1982.127,0
1982.13,2.1
1982.133,0
1982.136,0
1982.138,0
1982.141,0
1982.144,0
1982.147,0
1982.149,1.4
1982.152,2.2
1982.155,1.2
1982.158,0.1
1982.16,4.3
1982.163,4.2
1982.166,5.3
1982.168,1.7
1982.171,1.1
1982.174,0
1982.177,10.3
1982.179,0.1
1982.182,2.8
1982.185,8.4
1982.188,1.8
1982.19,6.4
1982.193,1
1982.196,0
1982.199,0.6
1982.201,18.4
1982.204,1.3
1982.207,0.2
1982.21,0
1982.212,2.1
1982.215,1
1982.218,0.7
1982.221,0
1982.223,0
1982.226,0
1982.229,0
1982.232,0
1982.234,0
1982.237,0
1982.24,1.9
1982.242,0
1982.245,1.6
1982.248,0.2
1982.251,0
1982.253,0
1982.256,0
1982.259,14.5
1982.262,10.5
1982.264,2.9
1982.267,0
1982.27,0
1982.273,0
1982.275,0
1982.278,0
1982.281,0
1982.284,0
1982.286,0
1982.289,0
1982.292,0
1982.295,0
1982.297,0
1982.3,0
1982.303,0
1982.305,0
1982.308,0
1982.311,0
1982.314,0
1982.316,0
1982.319,0
1982.322,0
1982.325,0.4
1982.327,0
1982.33,1.3
1982.333,3.4
1982.336,2.9
1982.338,0.2
1982.341,18.3
1982.344,0.3
1982.347,0
1982.349,0
1982.352,0
1982.355,0
1982.358,0
1982.36,0
1982.363,0
1982.366,0
1982.368,0.5
1982.371,0
1982.374,0
1982.377,0
1982.379,1.5
1982.382,0.1
1982.385,3.2
1982.388,2.1
1982.39,6.1
1982.393,0
1982.396,0
1982.399,10.4
1982.401,0
1982.404,0
1982.407,0
1982.41,0
1982.412,0
1982.415,0
1982.418,7.9
1982.421,0
1982.423,0
1982.426,0
1982.429,0
1982.432,0.6
1982.434,0
1982.437,0
1982.44,0.6
1982.442,0.4
1982.445,1.5
1982.448,0
1982.451,0
1982.453,1.2
1982.456,0
1982.459,0.5
1982.462,7.7
1982.464,0
1982.467,0.1
1982.47,10.1
1982.473,12.1
1982.475,3.7
1982.478,1.6
1982.481,12.4
1982.484,5
1982.486,0.9
1982.489,7.6
1982.492,0
1982.495,4.9
1982.497,0.7
1982.5,0
1982.503,0.4
1982.505,0
1982.508,1.1
1982.511,0
1982.514,0
1982.516,0
1982.519,1.7
1982.522,0
1982.525,0
1982.527,0
1982.53,7.6
1982.533,6.2
1982.536,4.7
1982.538,0
1982.541,0
1982.544,0
1982.547,0
1982.549,0
1982.552,0
1982.555,0.2
1982.558,0
1982.56,0
1982.563,0
1982.566,0
1982.568,0
1982.571,0
1982.574,0
1982.577,6.6
1982.579,0
1982.582,0
1982.585,2.3
1982.588,0.1
1982.59,0
1982.593,0
1982.596,5.2
1982.599,0
1982.601,0
1982.604,0.3
1982.607,0
1982.61,0
1982.612,0
1982.615,5.3
1982.618,5.9
1982.621,4.1
1982.623,0.3
1982.626,0
1982.629,5.3
1982.632,0.6
1982.634,0
1982.637,0
1982.64,0.8
1982.642,0.3
1982.645,2.7
1982.648,0
1982.651,6.7
1982.653,0
1982.656,0
1982.659,0.8
1982.662,5.8
1982.664,0.2
1982.667,0.8
1982.67,0
1982.673,0
1982.675,0
1982.678,3.2
1982.681,0.1
1982.684,0
1982.686,0
1982.689,0.1
1982.692,0
1982.695,0
1982.697,0
1982.7,0
1982.703,0
1982.705,0
1982.708,0
1982.711,0
1982.714,0
1982.716,1
1982.719,3.7
1982.722,2.5
1982.725,0
1982.727,2.6
1982.73,5.7
1982.733,3.9
1982.736,3.4
1982.738,2
1982.741,10.9
1982.744,4.9
1982.747,0
1982.749,3.6
1982.752,22
1982.755,15
1982.758,0.6
1982.76,0
1982.763,0.1
1982.766,4.3
1982.768,0.1
1982.771,0
1982.774,6.3
1982.777,2.5
1982.779,3.6
1982.782,12.4
1982.785,0
1982.788,0.1
1982.79,8.9
1982.793,3.8
1982.796,0
1982.799,0.4
1982.801,9.8
1982.804,33
1982.807,0.4
1982.81,0
1982.812,2.9
1982.815,0.1
1982.818,0.6
1982.821,0
1982.823,0
1982.826,0
1982.829,0
1982.832,0
1982.834,0.8
1982.837,0
1982.84,0
1982.842,1.6
1982.845,0.3
1982.848,0
1982.851,7.9
1982.853,2.8
1982.856,1
1982.859,0.1
1982.862,11.6
1982.864,1.2
1982.867,0
1982.87,7.6
1982.873,5.7
1982.875,1.3
1982.878,1.6
1982.881,0.6
1982.884,2.7
1982.886,0.8
1982.889,12.5
1982.892,0.1
1982.895,12.1
1982.897,10.8
1982.9,0.5
1982.903,0
1982.905,0.1
1982.908,0
1982.911,0
1982.914,0
1982.916,0
1982.919,0
1982.922,0
1982.925,0.2
1982.927,0.9
1982.93,0
1982.933,8.9
1982.936,12.2
1982.938,14.6
1982.941,0.2
1982.944,5.3
1982.947,3.1
1982.949,0
1982.952,4.4
1982.955,0.1
1982.958,0
1982.96,0
1982.963,0.2
1982.966,11.4
1982.968,0.7
1982.971,0.6
1982.974,0
1982.977,2.3
1982.979,0
1982.982,0
1982.985,0
1982.988,0
1982.99,0
1982.993,0
1982.996,0
1982.999,0
1983.001,0.4
1983.004,1.5
1983.007,12.3
1983.01,3
1983.012,0.8
1983.015,4
1983.018,1.9
1983.021,0
1983.023,0.4
1983.026,0
1983.029,0.1
1983.032,2.7
1983.034,2.3
1983.037,1.3
1983.04,0
1983.042,0
1983.045,0
1983.048,0
1983.051,0
1983.053,0
1983.056,0
1983.059,0
1983.062,0
1983.064,4
1983.067,0
1983.07,0
1983.073,0
1983.075,0.1
1983.078,2.6
1983.081,1.6
1983.084,13
1983.086,0
1983.089,0
1983.092,0
1983.095,2.7
1983.097,3.4
1983.1,1.5
1983.103,0.4
1983.105,0
1983.108,0
1983.111,2.5
1983.114,0.6
1983.116,0.2
1983.119,0
1983.122,0
1983.125,0
1983.127,0
1983.13,0
1983.133,0
1983.136,0
1983.138,0
1983.141,0
1983.144,0
1983.147,2.4
1983.149,0.2
1983.152,2.7
1983.155,1.1
1983.158,3
1983.16,0.1
1983.163,1.1
1983.166,0.2
1983.168,0
1983.171,1.7
1983.174,0
1983.177,0
1983.179,0
1983.182,0
1983.185,0
1983.188,0
1983.19,0
1983.193,0
1983.196,2.5
1983.199,4.6
1983.201,0
1983.204,0.7
1983.207,0
1983.21,1.2
1983.212,0.1
1983.215,1.8
1983.218,3.6
1983.221,4
1983.223,2.7
1983.226,0.1
1983.229,1.7
1983.232,4.5
1983.234,0
1983.237,0
1983.24,1.7
1983.242,2.2
1983.245,5.8
1983.248,3.2
1983.251,0.3
1983.253,4.5
1983.256,2.8
1983.259,6.8
1983.262,0.1
1983.264,2.3
1983.267,0
1983.27,6.9
1983.273,2.5
1983.275,1.9
1983.278,0
1983.281,0
1983.284,0
1983.286,0
1983.289,0.2
1983.292,8.5
1983.295,4.9
1983.297,0
1983.3,9.1
1983.303,0.9
1983.305,6.2
1983.308,0.4
1983.311,11.3
1983.314,0
1983.316,0.7
1983.319,12.6
1983.322,0
1983.325,1.5
1983.327,8.5
1983.33,1.2
1983.333,0
1983.336,1.1
1983.338,0
1983.341,6.3
1983.344,1.7
1983.347,1.1
1983.349,0.1
1983.352,1.4
1983.355,1.7
1983.358,5.9
1983.36,4.5
1983.363,3.1
1983.366,0.5
1983.368,1.4
1983.371,2
1983.374,3.4
1983.377,0.1
1983.379,0.3
1983.382,3.5
1983.385,2.7
1983.388,0.1
1983.39,0
1983.393,0
1983.396,0
1983.399,0
1983.401,4.7
1983.404,2.3
1983.407,0
1983.41,0
1983.412,22.5
1983.415,1.3
